"Country","Issuer","Ruling authority","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Length","Width","Thickness","Orientation","Year","Gregorian year","Mintmark","Marks","References","Comment","Quantity","For exchange","Grade","Collection","From set","Buying price (USD)","Estimate (USD)","Private comment","Public comment","Storage location","Acquisition place","Acquisition date","Serial number","Internal ID","Weight","Size","Axis","Third-party grading","Grade","Details","Slab number","CAC sticker"
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 781","N# 350097","1 Dollar (American Innovation - Louisiana)","Non-circulating coins","2023","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2023","2023","D","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","2.92","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 781","N# 350097","1 Dollar (American Innovation - Louisiana)","Non-circulating coins","2023","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2023","2023","P","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","2.71","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 783","N# 350099","1 Dollar (American Innovation - Indiana)","Non-circulating coins","2023","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2023","2023","D","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","2.91","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 783","N# 350099","1 Dollar (American Innovation - Indiana)","Non-circulating coins","2023","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2023","2023","P","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","2.93","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 786","N# 350100","1 Dollar (American Innovation - Mississippi)","Non-circulating coins","2023","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2023","2023","D","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","2.91","","","Dansco (7148)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 786","N# 350100","1 Dollar (American Innovation - Mississippi)","Non-circulating coins","2023","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2023","2023","P","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","2.85","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 795","N# 402256","1 Dollar (American Innovation - Alabama)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","D","","","","1","FALSE","UNC","Air & Space","","","2.96","","","","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 795","N# 402256","1 Dollar (American Innovation - Alabama)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","D","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","2.96","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 795","N# 402256","1 Dollar (American Innovation - Alabama)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","P","","","","1","FALSE","UNC","Air & Space","","","3.04","","","","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 795","N# 402256","1 Dollar (American Innovation - Alabama)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","P","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","3.04","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 795","N# 402256","1 Dollar (American Innovation - Alabama)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","S","","","Proof","1","FALSE","UNC","Mint Sets","","","6.68","","","Proof Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 795","N# 402256","1 Dollar (American Innovation - Alabama)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","S","","","Reverse Proof","1","FALSE","UNC","Mint Sets","","0","7.79","","","Proof Set","U.S. Mint","2025-04-10","","1","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 796","N# 395534","1 Dollar (American Innovation - Illinois)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","D","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","0","2.92","","","Dansco (7188)","","","","1","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 796","N# 395534","1 Dollar (American Innovation - Illinois)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","P","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","0","2.97","","","Dansco (7188)","","","","1","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 796","N# 395534","1 Dollar (American Innovation - Illinois)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","S","","","Proof","1","FALSE","UNC","Mint Sets","","0","6.68","","","Proof Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 796","N# 395534","1 Dollar (American Innovation - Illinois)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","S","","","Reverse Proof","1","FALSE","UNC","Mint Sets","","0","7.82","","","Proof Set","U.S. Mint","2025-04-10","","1","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 797","N# 402299","1 Dollar (American Innovation - Maine)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","D","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","2.95","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 797","N# 402299","1 Dollar (American Innovation - Maine)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","P","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","2.92","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 797","N# 402299","1 Dollar (American Innovation - Maine)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","S","","","Proof","1","FALSE","UNC","Mint Sets","","","6.68","","","Proof Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 797","N# 402299","1 Dollar (American Innovation - Maine)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","S","","","Reverse Proof","1","FALSE","UNC","Mint Sets","","0","7.79","","","Proof Set","U.S. Mint","2025-04-10","","1","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 798","N# 402369","1 Dollar (American Innovation - Missouri)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","D","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","2.82","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 798","N# 402369","1 Dollar (American Innovation - Missouri)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","P","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","2.92","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 798","N# 402369","1 Dollar (American Innovation - Missouri)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","S","","","Proof","1","FALSE","UNC","Mint Sets","","","6.6","","","Proof Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 798","N# 402369","1 Dollar (American Innovation - Missouri)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","S","","","Reverse Proof","1","FALSE","UNC","Mint Sets","","0","7.82","","","Proof Set","U.S. Mint","2025-04-10","","1","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 799","N# 391027","1 Dollar ""Native American Dollar"" (Indian Citizenship Act of 1924)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","D","","","","1","FALSE","UNC","Mint Sets","","0","2.71","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 799","N# 391027","1 Dollar ""Native American Dollar"" (Indian Citizenship Act of 1924)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","D","","","","1","FALSE","UNC","(Dansco-7183) Sacagawea Dollars","","","2.71","","","Dansco (7183)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 799","N# 391027","1 Dollar ""Native American Dollar"" (Indian Citizenship Act of 1924)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","P","","","","1","FALSE","UNC","Mint Sets","","0","2.98","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 799","N# 391027","1 Dollar ""Native American Dollar"" (Indian Citizenship Act of 1924)","Non-circulating coins","2024","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2024","2024","P","","","","1","FALSE","UNC","(Dansco-7183) Sacagawea Dollars","","","2.98","","","Dansco (7183)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 813","N# 450347","1 Dollar (American Innovation - Arkansas)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","D","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","3.09","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 813","N# 450347","1 Dollar (American Innovation - Arkansas)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","D","","","","25","TRUE","UNC","United States","","3","3.09","","(From U.S. Mint Roll), $3","","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 813","N# 450347","1 Dollar (American Innovation - Arkansas)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","P","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","3.01","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 813","N# 450347","1 Dollar (American Innovation - Arkansas)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","P","","","","25","TRUE","UNC","United States","","3","3.01","","(From U.S. Mint Roll), $3","","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 814","N# 451568","1 Dollar ""Native American Dollar"" (Mary Kawena Pukui)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","D","","","","1","FALSE","","Mint Sets","2025 United States Mint Uncirculated Set","","","","","","U.S. Mint","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 814","N# 451568","1 Dollar ""Native American Dollar"" (Mary Kawena Pukui)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","P","","","","1","FALSE","","Mint Sets","2025 United States Mint Uncirculated Set","","","","","","U.S. Mint","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","KM# 814","N# 451568","1 Dollar ""Native American Dollar"" (Mary Kawena Pukui)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","S","","","Proof","1","FALSE","","Mint Sets","2025 United States Mint Proof Set","","","","","Proof Set","U.S. Mint","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","","N# 478808","1 Dollar (American Innovation - Texas)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","D","","","","1","FALSE","UNC","Air & Space","","","3.01","","","","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","","N# 478808","1 Dollar (American Innovation - Texas)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","D","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","3.01","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","","N# 478808","1 Dollar (American Innovation - Texas)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","D","","","","23","TRUE","UNC","United States","","","3.01","","(From U.S. Mint Roll) $3","Tube","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","","N# 478808","1 Dollar (American Innovation - Texas)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","P","","","","1","FALSE","UNC","Air & Space","","","3.01","","","","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","","N# 478808","1 Dollar (American Innovation - Texas)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","P","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","3.01","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","","N# 478808","1 Dollar (American Innovation - Texas)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","P","","","","23","TRUE","UNC","United States","","","3.01","","(From U.S. Mint Roll) $3","Tube","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","","N# 469392","1 Dollar (American Innovation - Florida)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","D","","","","1","FALSE","UNC","Air & Space","","","2.8","","","","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","","N# 469392","1 Dollar (American Innovation - Florida)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","D","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","2.8","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","","N# 469392","1 Dollar (American Innovation - Florida)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","D","","","","18","TRUE","UNC","United States","","3","2.8","","(From U.S. Mint Roll), $3","","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","","N# 469392","1 Dollar (American Innovation - Florida)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","P","","","","1","FALSE","UNC","Air & Space","","","2.92","","","","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","","N# 469392","1 Dollar (American Innovation - Florida)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","P","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","3","2.92","","","Dansco (7188)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","","N# 469392","1 Dollar (American Innovation - Florida)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","P","","","","20","TRUE","UNC","United States","","3","2.92","","(From U.S. Mint Roll), $3","","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","","N# 464888","1 Dollar (American Innovation - Michigan)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","D","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","3.02","","","","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","","N# 464888","1 Dollar (American Innovation - Michigan)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","D","","","","24","TRUE","UNC","United States","","","3.02","","(From U.S. Mint Roll), $3","","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","","N# 464888","1 Dollar (American Innovation - Michigan)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","P","","","","1","FALSE","UNC","(Dansco-7188) U.S. Innovation Dollar ","","","2.92","","","","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","1","","N# 464888","1 Dollar (American Innovation - Michigan)","Non-circulating coins","2025","Round","Manganese brass clad copper","8.1","26.49","26.49","","2","Coin alignment ↑↓","2025","2025","P","","","","25","TRUE","UNC","United States","","","2.92","","(From U.S. Mint Roll), $3","","","","","","","","","","","","",""
"United States","United States","","Dollar (1785-date)","0.002","TC# 89091","N# 24117","2 Mills - Sales Tax Token (Washington)","Sales tax tokens","1935-1945","Round with a round hole","Aluminium","1.27","22","22","","1","","1935","1935","","","","","1","TRUE","VF","Exonumia","","0","0.66","","","","","","","","","","","","","","",""
"United States","United States","","Dollar (1785-date)","1","TC# 380630","N# 44762","1 Dollar - The Shepherd's Shoppe (San Antonio)","Business tokens","","Round","","","25","25","","1.5","Coin alignment ↑↓","","","","","","","1","FALSE","XF","Exonumia","","","","","","","","","","","","","","","","","",""
"United States","United States","","Goldback (2019-date)","0.5","","N# 458043","½ Goldback (Florida)","Bullion-embedded notes","2025","Rectangular","Gold‑deposited polymer (1/2000ozt pure gold)","","100","100","65.3","","","2025","2025","","","","""α"" (alpha) first edition","1","FALSE","UNC","Aurum Banknotes","","","1.82","","","","","","AX68205","","","","","","","","",""
"United States","United States","","Goldback (2019-date)","0.5","","N# 458043","½ Goldback (Florida)","Bullion-embedded notes","2025","Rectangular","Gold‑deposited polymer (1/2000ozt pure gold)","","100","100","65.3","","","2025","2025","","","","""α"" (alpha) first edition","1","TRUE","UNC","Aurum Banknotes","","","1.82","","Will trade at exchange value. (https://www.goldback.com/exchange-rates/)","","","","DP48029","","","","","","","","",""
"United States","United States","","Goldback (2019-date)","0.5","","N# 458043","½ Goldback (Florida)","Bullion-embedded notes","2025","Rectangular","Gold‑deposited polymer (1/2000ozt pure gold)","","100","100","65.3","","","2025","2025","","","","""α"" (alpha) first edition","1","TRUE","UNC","Aurum Banknotes","","","1.82","","Will trade at exchange value. (https://www.goldback.com/exchange-rates/)","","","","EI15618","","","","","","","","",""
"United States","United States","","Goldback (2019-date)","1","","N# 379712","1 Goldback (Utah)","Bullion-embedded notes","2019-2024","Rectangular","Gold‑deposited polymer","","118","118","66","","","2024","2024","","","","","1","FALSE","UNC","Aurum Banknotes","","","5.69","","","Blue Binder","","","AH6631","","","","","","","","",""
"United States","United States","","Goldback (2019-date)","1","","N# 320249","1 Goldback (New Hampshire)","Bullion-embedded notes","2020-2024","Rectangular","Gold‑deposited polymer","","117","117","65","","","2022","2022","","","","","1","FALSE","UNC","Aurum Banknotes","","0","6.62","","","Blue Binder","","","","1","","","","","","","",""
"United States","United States","","Goldback (2019-date)","1","","N# 320248","1 Goldback (Nevada)","Bullion-embedded notes","2020-2024","Rectangular","Gold‑deposited polymer","","118","118","66","","","2024","2024","","","","","1","FALSE","UNC","Aurum Banknotes","","","5.97","","","Blue Binder","","","AM49728","","","","","","","","",""
"United States","United States","","Goldback (2019-date)","1","","N# 356194","1 Goldback (Wyoming)","Bullion-embedded notes","2022-2024","Rectangular","Gold‑deposited polymer","","118","118","66","","","2024","2024","","","","","1","FALSE","UNC","Aurum Banknotes","","","5.94","","","Blue Binder","","","A083718","","","","","","","","",""
"United States","United States","","Goldback (2019-date)","1","","N# 389858","1 Goldback (South Dakota)","Bullion-embedded notes","2023-2024","Rectangular","Gold‑deposited polymer","","117","117","65","","","2024","2024","","","","","1","FALSE","UNC","Aurum Banknotes","","","5.84","","","Blue Binder","","","BD54486","","","","","","","","",""
"United States","United States","","Goldback (2019-date)","1","","N# 455989","1 Goldback (Florida)","Bullion-embedded notes","2025","Rectangular","Gold‑deposited polymer (1/1000ozt pure gold)","","118","118","66","","","2025","2025","","","","","1","FALSE","UNC","Aurum Banknotes","","0","6.64","","","Blue Binder","","","","","","","","","","","",""
"United States","United States","","Goldback (2019-date)","5","","N# 455993","5 Goldback (Florida)","Bullion-embedded notes","2025","Rectangular","Gold‑deposited polymer (1/200 ozt pure gold)","","146.3","146.3","63.7","","","2025","2025","","","","","1","FALSE","UNC","Aurum Banknotes","","0","","","","Blue Binder","","","","","","","","","","","",""
"United States","United States","","Goldback (2019-date)","","","N# 455990","2 Goldback (Florida)","Bullion-embedded notes","2025","Rectangular","Gold‑deposited polymer (1/500 oz pure gold)","","146.3","146.3","63.7","","","2025","2025","","","","","1","FALSE","UNC","Aurum Banknotes","","0","","","","Blue Binder","","","","","","","","","","","",""
"United States","United States","","","","TC# 202035","N# 190250","5 Coupons - Til't Family Amusement Center (Carrollton, Texas)","Game machine and arcade tokens","","Round","Brass","4.7","20.2","20.2","","1.8","Medal alignment ↑↑","","","RWM","","","","1","TRUE","VF","Exonumia","","0","","","","","","","","","","","","","","","",""
"United States","United States","","","","TC# 237549","N# 44797","Token - Bally's Aladdin's Castle","Game machine and arcade tokens","","Octagonal (8-sided)","Brass","3.9","21.7","21.7","","1.5","Medal alignment ↑↑","","","","","","","1","TRUE","","Exonumia","","0","","","","","","","","","","","","","","","",""
"United States","United States","","","","TC# 581696","N# 37332","Token - Piper Peter Pizza","Game machine and arcade tokens","","Round","Brass","5.2","23","23","","1.7","Coin alignment ↑↓","","","HH","","","","1","TRUE","VG","Exonumia","","0","","","","","","","","","","","","","","","",""
"United States","United States","","","","TC# 584817","N# 287700","Token - Putt-Putt Golf and Games (Winston-Salem, North Carolina)","Game machine and arcade tokens","","Round","Brass","5.1","22.7","22.7","","1.5","Coin alignment ↑↓","","","HM","","","","1","TRUE","","Exonumia","","0","","","","","","","","","","","","","","","",""
"United States","United States","","","","","N# 242635","1 Ounce - Silver Trade Unit (Eagle & Flag)","Rounds","","Round","Silver (.999)","31.10348","39.1","39.1","","3","Medal alignment ↑↑","","","","","","Variety 2","1","FALSE","","(Bullion)","","34","","","","Tube","LCS","","","","","","","","","","",""
"United States","United States","","","","","N# 369511","1 Ounce - Golden State Mint (Lincoln Wheat Cent)","Rounds","","Round","Silver (.999)","31.1","39.2","39.2","","3.2","Medal alignment ↑↑","","","","","","","1","FALSE","UNC","(Bullion)","","39.45","","","","","Hero Bullion","2025-06-25","","","","","","","","","",""
"United States","United States","","","","","N# 248873","1 Ounce - Golden State Mint (Aztec Calendar)","Bars","","Rectangular","Silver (.999)","31.1","50","50","29","2","Medal alignment ↑↑","","","","","","","1","FALSE","","(Bullion)","","36.44","","","","","","2025-03-17","","","","","","","","","",""
"United States","United States","","","","","N# 174340","1 oz Silver (John Wick Continental coin)","Rounds","","Round","Silver (.999)","31.103","39","39","","","","","","","","","","1","FALSE","","(Bullion)","","38.48","","","","Capsule","","2025-03-11","","","","","","","","","",""
"United States","United States","","","","","N# 475497","½ Ounce - MK Barz (Fox)","Rounds","","Round","Silver (.999)","15.92","25.75","25.75","","5.35","Coin alignment ↑↓","","","","","","","1","FALSE","UNC","(Bullion)","","29","","","","","","","","","","","","","","","",""
"United States","United States","","","","","N# 441297","1 Ounce - Pamp Buffalo","Rounds","","Round","Silver (.999)","31.1","39","39","","2.8","Medal alignment ↑↑","","","","","","","1","FALSE","UNC","(Bullion)","","39.11","42.4","","Will trade at current spot value (https://www.kitco.com/charts/silver)","Tube","","2025-03-09","","","","","","","","","",""
"United States","United States","","","","","N# 288121","1 oz Silver (Silvertowne - Retro Eagle Bar)","Bars","","Rectangular","Silver (.999)","31.1","50","50","30","2.7","Medal alignment ↑↑","","","","","","","1","FALSE","","(Bullion)","","36.14","","","","","","2025-03-17","","","","","","","","","",""
"United States","United States","","","","","N# 309455","Amusement Token - TILT","Game machine and arcade tokens","","Round","Brass","3.67","22.8","22.8","","1.26","Coin alignment ↑↓","","","HM","","","","1","TRUE","VG","Exonumia","","0","","","","","","","","","","","","","","","",""
"United States","United States","","","","","N# 143103","1 Ounce - Golden State Mint (Incuse Indian Head)","Rounds","","Round","Silver (.999)","31.1","39.3","39.3","","2.8","Medal alignment ↑↑","","","","","","","1","FALSE","UNC","(Bullion)","","38.25","40.34","","","","Hero Bullion","2025-06-25","","","","","","","","","",""
"United States","United States","","","","","N# 41619","Token - No Cash Value (Eagle looking right; 25 mm; Brass; HH)","Game machine and arcade tokens","","Round","Brass","5.6","25","25","","1.6","Coin alignment ↑↓","","","HM","","","","1","TRUE","AU","Exonumia","","0","","","","","","","","","","","","","","","",""
"United States","United States","","","","","N# 422606","1 Ounce - Independent Living (Walking Liberty)","Rounds","","Round","Silver (.999)","31.1","39.16","39.16","","3.1","","","","","","","","3","FALSE","UNC","(Bullion)","","35","","","Will trade at current spot value (https://www.kitco.com/charts/silver)","","","2025-03-21","","","","","","","","","",""
"United States","United States","","","","","N# 308448","United States Mint","Tokens","","Round","Copper","2.64","19.02","19.02","","1.53","Medal alignment ↑↑","","","","","","","1","TRUE","UNC","Exonumia","","0","","","","","","","","","","","","","","","",""
